Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,,revenue,,,
711822933,Blue,400,0,117,05-03-2023,Week-10,Q1,2023,2985,1651,14187,103,0.553,Chip ,Food,1418.7,0,,16005.7,155.3951456,,
711824358,Blue,405,1,151,05-03-2023,Week-10,Q1,2023,3228,0,4524,70,0,Chip ,Grocery,271.44,0,,5200.44,74.292,,
711825558,Blue,190,1,80,05-03-2023,Week-10,Q1,2023,1518,1115,3595,65,0.735,Swipe ,Entertainment,215.7,0,,4000.7,61.54923077,,
711826983,Blue,150,1,83,05-03-2023,Week-10,Q1,2023,5822,0,3240,38,0,Swipe ,Food,874.8,0,,4264.8,112.2315789,,
711827958,Blue,245,1,53,05-03-2023,Week-10,Q1,2023,5100,1970,1032,26,0.386,Swipe ,Fuel,278.64,0,,1555.64,59.83230769,,
711830433,Blue,410,1,105,05-03-2023,Week-10,Q1,2023,7926,1051,7677,87,0.133,Online ,Fuel,460.62,0,,8547.62,98.24850575,,
711831558,Blue,330,1,88,05-03-2023,Week-10,Q1,2023,7184,1207,3244,58,0.168,Swipe ,Entertainment,940.76,0,,4514.76,77.84068966,,
711832533,Silver,440,0,50,05-03-2023,Week-10,Q1,2023,34516,1396,3748,62,0.04,Chip ,Bills,824.56,0,,5012.56,80.84774194,,
711833508,Blue,195,1,99,05-03-2023,Week-10,Q1,2023,1536,0,4643,89,0,Swipe ,Entertainment,417.87,0,,5255.87,59.0547191,,
711834708,Gold,175,1,93,05-03-2023,Week-10,Q1,2023,4047,1482,16191,102,0.366,Chip ,Food,2752.47,0,,19118.47,187.4359804,,
711835758,Blue,325,1,80,05-03-2023,Week-10,Q1,2023,34516,2099,1756,35,0.061,Swipe ,Grocery,122.92,0,,2203.92,62.96914286,,
711836733,Blue,415,1,120,05-03-2023,Week-10,Q1,2023,1438.3,0,1867,45,0,Swipe ,Travel,298.72,0,,2580.72,57.34933333,,
711838008,Blue,125,0,116,05-03-2023,Week-10,Q1,2023,6407,478,9322,77,0.075,Swipe ,Bills,2610.16,0,,12057.16,156.5864935,,
711840408,Blue,150,1,83,05-03-2023,Week-10,Q1,2023,2492,1424,1375,30,0.571,Swipe ,Food,110,0,,1635,54.5,,
711842508,Blue,455,0,68,05-03-2023,Week-10,Q1,2023,9303,1580,7825,87,0.17,Swipe ,Grocery,469.5,0,,8749.5,100.5689655,,
711843708,Blue,200,1,86,05-03-2023,Week-10,Q1,2023,2125,0,2860,38,0,Swipe ,Fuel,657.8,0,,3717.8,97.83684211,,
711844758,Blue,410,1,120,05-03-2023,Week-10,Q1,2023,13551,1294,1388,37,0.095,Swipe ,Bills,305.36,0,,2103.36,56.84756757,,
711846183,Blue,335,1,118,05-03-2023,Week-10,Q1,2023,2669,0,2271,31,0,Swipe ,Bills,613.17,0,,3219.17,103.8441935,,
711847833,Blue,340,1,103,05-03-2023,Week-10,Q1,2023,1933,1127,4833,71,0.583,Swipe ,Fuel,869.94,0,,6042.94,85.11183099,,
711848658,Blue,395,1,84,05-03-2023,Week-10,Q1,2023,2259,1776,1790,31,0.786,Swipe ,Bills,393.8,0,,2578.8,83.18709677,,
711850533,Blue,420,1,76,05-03-2023,Week-10,Q1,2023,3818,0,4272,71,0,Chip ,Bills,341.76,0,,5033.76,70.89802817,,
711851583,Blue,335,1,86,05-03-2023,Week-10,Q1,2023,8220,1015,4794,77,0.123,Swipe ,Entertainment,1246.44,0,,6375.44,82.79792208,,
711852783,Blue,410,0,90,05-03-2023,Week-10,Q1,2023,5746,1572,3446,56,0.274,Swipe ,Bills,482.44,0,,4338.44,77.47214286,,
711854808,Blue,245,0,86,05-03-2023,Week-10,Q1,2023,34516,0,4734,57,0,Swipe ,Fuel,852.12,0,,5831.12,102.3003509,,
711856683,Blue,200,0,105,05-03-2023,Week-10,Q1,2023,1590,1273,7352,80,0.801,Swipe ,Entertainment,441.12,0,,7993.12,99.914,,
711857733,Blue,455,0,115,05-03-2023,Week-10,Q1,2023,18584,2517,1330,34,0.135,Swipe ,Bills,359.1,0,,2144.1,63.06176471,,
711861258,Blue,300,1,81,05-03-2023,Week-10,Q1,2023,4182,0,4046,57,0,Swipe ,Entertainment,1132.88,0,,5478.88,96.12070175,,
711862533,Blue,460,1,92,05-03-2023,Week-10,Q1,2023,2258,2000,2500,42,0.886,Swipe ,Grocery,500,0,,3460,82.38095238,,
711863433,Blue,290,1,104,05-03-2023,Week-10,Q1,2023,3789,1782,15670,116,0.47,Chip ,Food,4230.9,0,,20190.9,174.0594828,,
711864783,Blue,435,0,88,05-03-2023,Week-10,Q1,2023,2201,1138,1199,32,0.517,Swipe ,Bills,239.8,0,,1873.8,58.55625,,
711866358,Blue,175,0,85,05-03-2023,Week-10,Q1,2023,10136,0,4429,78,0,Swipe ,Entertainment,265.74,0,,4869.74,62.4325641,,
711870333,Blue,350,1,94,05-03-2023,Week-10,Q1,2023,34516,1597,1628,51,0.046,Swipe ,Bills,293.04,0,,2271.04,44.53019608,,
711871758,Blue,225,1,101,05-03-2023,Week-10,Q1,2023,2905,2517,2487,39,0.866,Chip ,Grocery,373.05,0,,3085.05,79.10384615,,
711873033,Blue,440,0,121,05-03-2023,Week-10,Q1,2023,1438.3,0,2549,56,0,Swipe ,Bills,407.84,0,,3396.84,60.65785714,,
711873858,Blue,350,1,78,05-03-2023,Week-10,Q1,2023,3717,1882,4667,91,0.506,Swipe ,Fuel,1306.76,0,,6323.76,69.49186813,,
711874833,Blue,200,0,119,05-03-2023,Week-10,Q1,2023,2449,0,5497,88,0,Online ,Entertainment,1099.4,0,,6796.4,77.23181818,,
711876333,Blue,250,0,58,05-03-2023,Week-10,Q1,2023,7290,2151,1312,29,0.295,Swipe ,Food,91.84,0,,1653.84,57.02896552,,
711877458,Blue,395,1,78,05-03-2023,Week-10,Q1,2023,1936,0,4072,72,0,Chip ,Food,895.84,0,,5362.84,74.48388889,,
711878733,Blue,420,1,104,05-03-2023,Week-10,Q1,2023,10264,2073,1685,45,0.202,Swipe ,Entertainment,219.05,0,,2324.05,51.64555556,,
711879633,Blue,125,0,49,05-03-2023,Week-10,Q1,2023,2766,1985,4480,70,0.718,Chip ,Bills,1254.4,0,,5859.4,83.70571429,,
711881733,Blue,200,0,79,05-03-2023,Week-10,Q1,2023,1606,0,4548,76,0,Chip ,Bills,1046.04,0,,5794.04,76.23736842,,
711883833,Blue,100,1,158,05-03-2023,Week-10,Q1,2023,1837,665,4752,88,0.362,Chip ,Entertainment,950.4,0,,5802.4,65.93636364,,
711885258,Blue,280,1,105,05-03-2023,Week-10,Q1,2023,7711,988,2078,42,0.128,Swipe ,Entertainment,187.02,0,,2545.02,60.59571429,,
711886383,Blue,300,1,114,05-03-2023,Week-10,Q1,2023,5342,605,2426,46,0.113,Swipe ,Entertainment,460.94,0,,3186.94,69.28130435,,
711887583,Blue,445,0,133,05-03-2023,Week-10,Q1,2023,5449,1628,836,18,0.299,Online ,Bills,183.92,0,,1464.92,81.38444444,,
711890808,Blue,200,1,70,05-03-2023,Week-10,Q1,2023,2526,2048,4267,72,0.811,Swipe ,Fuel,1066.75,0,,5533.75,76.85763889,,
711891933,Blue,295,1,85,05-03-2023,Week-10,Q1,2023,12945,1582,3369,59,0.122,Swipe ,Grocery,370.59,0,,4034.59,68.38288136,,
711893358,Blue,330,1,95,05-03-2023,Week-10,Q1,2023,2375,1196,4087,66,0.504,Chip ,Entertainment,940.01,0,,5357.01,81.16681818,,
711900033,Blue,250,1,106,05-03-2023,Week-10,Q1,2023,4661,1734,5242,81,0.372,Swipe ,Grocery,733.88,0,,6225.88,76.86271605,,
711902058,Blue,245,0,81,05-03-2023,Week-10,Q1,2023,1438.3,0,2492,55,0,Swipe ,Entertainment,523.32,0,,3260.32,59.27854545,,
711904008,Blue,250,1,162,05-03-2023,Week-10,Q1,2023,5869,0,2203,41,0,Online ,Food,594.81,0,,3047.81,74.33682927,,
711906033,Blue,150,1,90,05-03-2023,Week-10,Q1,2023,6182,1131,3546,63,0.183,Swipe ,Fuel,815.58,0,,4511.58,71.61238095,,
711907083,Blue,420,1,86,05-03-2023,Week-10,Q1,2023,14111,1034,2950,64,0.073,Online ,Bills,708,0,,4078,63.71875,,
711909933,Blue,415,0,114,05-03-2023,Week-10,Q1,2023,1621,618,4815,83,0.381,Swipe ,Bills,337.05,0,,5567.05,67.07289157,,
711913833,Blue,200,0,40,05-03-2023,Week-10,Q1,2023,8818,1437,1865,31,0.163,Swipe ,Bills,167.85,0,,2232.85,72.02741935,,
711916533,Blue,100,1,65,05-03-2023,Week-10,Q1,2023,5612,1884,4734,83,0.336,Chip ,Fuel,994.14,0,,5828.14,70.21855422,,
711918033,Blue,300,1,106,05-03-2023,Week-10,Q1,2023,1468,1074,2050,32,0.732,Chip ,Grocery,328,0,,2678,83.6875,,
711919608,Blue,125,1,136,05-03-2023,Week-10,Q1,2023,2031,1720,2702,32,0.847,Swipe ,Fuel,324.24,0,,3151.24,98.47625,,
711922158,Blue,335,0,119,05-03-2023,Week-10,Q1,2023,1860,0,5109,62,0,Swipe ,Grocery,306.54,1,,5750.54,92.75064516,,
711925608,Blue,250,1,86,05-03-2023,Week-10,Q1,2023,18274,1623,3886,81,0.089,Chip ,Grocery,738.34,1,,4874.34,60.17703704,,
711927108,Blue,110,1,66,05-03-2023,Week-10,Q1,2023,9457,350,1196,28,0.037,Swipe ,Bills,107.64,1,,1413.64,50.48714286,,
711929058,Blue,245,1,105,05-03-2023,Week-10,Q1,2023,25618,1209,2157,49,0.047,Swipe ,Fuel,323.55,1,,2725.55,55.62346939,,
711934308,Blue,125,0,118,05-03-2023,Week-10,Q1,2023,1705,0,3342,62,0,Swipe ,Food,434.46,1,,3901.46,62.92677419,,
711935283,Blue,320,1,95,05-03-2023,Week-10,Q1,2023,1438.3,0,1427,36,0,Online ,Entertainment,356.75,1,,2103.75,58.4375,,
711937158,Blue,95,1,73,05-03-2023,Week-10,Q1,2023,2501,0,4837,87,0,Chip ,Fuel,870.66,1,,5802.66,66.69724138,,
711939558,Blue,385,1,73,05-03-2023,Week-10,Q1,2023,1534,0,2596,39,0,Chip ,Entertainment,752.84,0,,3733.84,95.73948718,,
711942783,Blue,460,1,66,05-03-2023,Week-10,Q1,2023,2354,1909,4048,61,0.811,Online ,Grocery,809.6,0,,5317.6,87.17377049,,
711944733,Blue,195,0,77,05-03-2023,Week-10,Q1,2023,1457,828,5401,93,0.568,Swipe ,Entertainment,540.1,0,,6136.1,65.97956989,,
711947358,Blue,485,0,107,05-03-2023,Week-10,Q1,2023,18991,1208,7716,83,0.064,Swipe ,Bills,1003.08,0,,9204.08,110.8925301,,
711948333,Blue,250,1,104,05-03-2023,Week-10,Q1,2023,9247,710,1190,30,0.077,Swipe ,Bills,249.9,0,,1689.9,56.33,,
711949683,Blue,490,1,121,05-03-2023,Week-10,Q1,2023,4410,2517,1883,44,0.571,Online ,Bills,320.11,0,,2693.11,61.20704545,,
711953358,Blue,460,1,100,05-03-2023,Week-10,Q1,2023,6205,2264,4605,88,0.365,Swipe ,Food,552.6,0,,5617.6,63.83636364,,
711954558,Blue,100,1,84,05-03-2023,Week-10,Q1,2023,2636,2357,1333,34,0.894,Swipe ,Fuel,213.28,0,,1646.28,48.42,,
711957708,Blue,245,1,78,05-03-2023,Week-10,Q1,2023,2717,1591,2064,33,0.586,Swipe ,Entertainment,144.48,0,,2453.48,74.34787879,,
711963183,Blue,335,1,122,05-03-2023,Week-10,Q1,2023,5128,0,7588,98,0,Swipe ,Grocery,607.04,0,,8530.04,87.04122449,,
711964533,Blue,175,1,86,05-03-2023,Week-10,Q1,2023,6111,2517,4155,68,0.412,Swipe ,Fuel,498.6,0,,4828.6,71.00882353,,
711967158,Blue,200,1,116,05-03-2023,Week-10,Q1,2023,2211,1370,4359,79,0.62,Chip ,Travel,348.72,0,,4907.72,62.12303797,,
711968358,Blue,245,0,92,05-03-2023,Week-10,Q1,2023,2638,1423,4153,77,0.539,Swipe ,Food,872.13,0,,5270.13,68.44324675,,
711970533,Blue,200,0,123,12-03-2023,Week-11,Q1,2023,1491,1349,4365,71,0.905,Chip ,Bills,436.5,0,,5001.5,70.44366197,,
711977508,Blue,190,1,112,12-03-2023,Week-11,Q1,2023,1440,1211,2141,40,0.841,Chip ,Bills,428.2,0,,2759.2,68.98,,
711978858,Blue,330,1,114,12-03-2023,Week-11,Q1,2023,6834,900,4422,70,0.132,Swipe ,Entertainment,265.32,0,,5017.32,71.676,,
711982383,Blue,390,0,164,12-03-2023,Week-11,Q1,2023,21805,1777,4694,79,0.081,Online ,Grocery,281.64,0,,5365.64,67.91949367,,
711984633,Blue,150,0,111,12-03-2023,Week-11,Q1,2023,2328,1953,4373,89,0.839,Swipe ,Food,262.38,0,,4785.38,53.76831461,,
711985833,Blue,250,1,111,12-03-2023,Week-11,Q1,2023,2569,1605,1190,46,0.625,Swipe ,Bills,285.6,0,,1725.6,37.51304348,,
711989358,Blue,465,1,126,12-03-2023,Week-11,Q1,2023,19595,1187,3811,62,0.061,Swipe ,Entertainment,342.99,0,,4618.99,74.49983871,,
711990933,Blue,385,0,40,12-03-2023,Week-11,Q1,2023,2295,0,3292,62,0,Swipe ,Bills,823,0,,4500,72.58064516,,
711992133,Blue,125,1,84,12-03-2023,Week-11,Q1,2023,2596,868,4801,72,0.334,Swipe ,Bills,1008.21,0,,5934.21,82.41958333,,
711993258,Blue,250,0,89,12-03-2023,Week-11,Q1,2023,8264,2057,4240,73,0.249,Chip ,Entertainment,296.8,0,,4786.8,65.57260274,,
711994458,Blue,345,0,73,12-03-2023,Week-11,Q1,2023,1537,0,4234,75,0,Swipe ,Grocery,508.08,0,,5087.08,67.82773333,,
711999783,Blue,395,1,114,12-03-2023,Week-11,Q1,2023,4740,1348,1406,23,0.284,Swipe ,Bills,224.96,0,,2025.96,88.08521739,,
712000758,Silver,465,1,65,12-03-2023,Week-11,Q1,2023,34516,1959,3997,54,0.057,Swipe ,Fuel,959.28,0,,5421.28,100.3940741,,
712003083,Blue,475,0,78,12-03-2023,Week-11,Q1,2023,34516,2102,1612,33,0.061,Swipe ,Travel,274.04,0,,2361.04,71.54666667,,
712004208,Blue,250,0,78,12-03-2023,Week-11,Q1,2023,3422,0,1973,59,0,Swipe ,Bills,177.57,0,,2400.57,40.68762712,,
712005108,Silver,450,1,48,12-03-2023,Week-11,Q1,2023,3156,2155,1376,44,0.683,Swipe ,Grocery,302.72,0,,2128.72,48.38,,
712006308,Blue,100,1,108,12-03-2023,Week-11,Q1,2023,5923,1686,1236,35,0.285,Swipe ,Bills,333.72,0,,1669.72,47.70628571,,
712009083,Blue,200,0,119,12-03-2023,Week-11,Q1,2023,8290,1030,8980,93,0.124,Online ,Food,1347,0,,10527,113.1935484,,
712010358,Blue,150,1,44,12-03-2023,Week-11,Q1,2023,3999,0,7567,76,0,Swipe ,Food,529.69,0,,8246.69,108.5090789,,
712011633,Blue,325,0,75,12-03-2023,Week-11,Q1,2023,2797,850,3652,64,0.304,Swipe ,Grocery,1059.08,0,,5036.08,78.68875,,
712012758,Blue,325,1,138,12-03-2023,Week-11,Q1,2023,2189,1860,4195,81,0.85,Swipe ,Entertainment,964.85,0,,5484.85,67.71419753,,
712013808,Blue,435,0,93,12-03-2023,Week-11,Q1,2023,2717,1720,4196,71,0.633,Swipe ,Grocery,755.28,0,,5386.28,75.86309859,,
712014708,Blue,300,0,98,12-03-2023,Week-11,Q1,2023,2912,1501,4518,90,0.515,Chip ,Fuel,496.98,0,,5314.98,59.05533333,,
712018233,Blue,200,0,79,12-03-2023,Week-11,Q1,2023,16612,2517,4697,94,0.152,Chip ,Food,1127.28,0,,6024.28,64.08808511,,
712019883,Blue,435,1,78,12-03-2023,Week-11,Q1,2023,12778,1528,3337,69,0.12,Swipe ,Grocery,333.7,0,,4105.7,59.50289855,,
712021233,Blue,495,0,118,12-03-2023,Week-11,Q1,2023,23399,0,9356,74,0,Swipe ,Grocery,748.48,0,,10599.48,143.2362162,,
712022883,Blue,100,1,110,12-03-2023,Week-11,Q1,2023,2204,919,4555,82,0.417,Chip ,Grocery,865.45,0,,5520.45,67.32256098,,
712024908,Blue,125,0,73,12-03-2023,Week-11,Q1,2023,2641,1257,1439,39,0.476,Swipe ,Bills,187.07,0,,1751.07,44.89923077,,
712025958,Silver,220,0,83,12-03-2023,Week-11,Q1,2023,34516,1420,14672,110,0.041,Swipe ,Bills,4254.88,0,,19146.88,174.0625455,,
712027683,Blue,270,0,119,12-03-2023,Week-11,Q1,2023,5544,1184,1336,38,0.214,Swipe ,Bills,280.56,0,,1886.56,49.64631579,,
712029783,Silver,400,1,114,12-03-2023,Week-11,Q1,2023,34516,2253,7836,93,0.065,Swipe ,Food,548.52,0,,8784.52,94.4572043,,
712030833,Silver,425,0,164,12-03-2023,Week-11,Q1,2023,34516,0,691,15,0,Swipe ,Travel,89.83,0,,1205.83,80.38866667,,
712033833,Blue,490,1,80,12-03-2023,Week-11,Q1,2023,1874,1341,3899,70,0.716,Online ,Fuel,1130.71,0,,5519.71,78.853,,
712036383,Blue,125,1,111,12-03-2023,Week-11,Q1,2023,18418,0,9980,68,0,Chip ,Travel,1696.6,0,,11801.6,173.5529412,,
712037358,Blue,340,1,75,12-03-2023,Week-11,Q1,2023,5146,1773,1509,45,0.345,Swipe ,Entertainment,301.8,0,,2150.8,47.79555556,,
712038258,Blue,250,1,91,12-03-2023,Week-11,Q1,2023,32838,1717,2538,42,0.052,Chip ,Grocery,228.42,0,,3016.42,71.81952381,,
712040433,Blue,415,1,62,12-03-2023,Week-11,Q1,2023,2306,2200,2097,57,0.954,Swipe ,Fuel,587.16,0,,3099.16,54.37122807,,
712043433,Blue,420,1,104,12-03-2023,Week-11,Q1,2023,11329,1180,1213,33,0.104,Swipe ,Fuel,72.78,0,,1705.78,51.69030303,,
712044558,Silver,465,1,72,12-03-2023,Week-11,Q1,2023,14563,1309,6408,70,0.09,Swipe ,Food,961.2,0,,7834.2,111.9171429,,
712046808,Blue,445,0,159,12-03-2023,Week-11,Q1,2023,3802,1558,2003,43,0.41,Swipe ,Fuel,280.42,0,,2728.42,63.45162791,,
712048008,Blue,480,1,112,12-03-2023,Week-11,Q1,2023,2610,1988,4127,69,0.762,Chip ,Food,371.43,0,,4978.43,72.15115942,,
712049208,Blue,370,1,130,12-03-2023,Week-11,Q1,2023,3955,2517,1238,25,0.636,Swipe ,Travel,74.28,0,,1682.28,67.2912,,
712050933,Blue,300,1,90,12-03-2023,Week-11,Q1,2023,25190,0,1533,41,0,Online ,Entertainment,337.26,0,,2170.26,52.93317073,,
712052058,Blue,250,1,90,12-03-2023,Week-11,Q1,2023,9426,1574,4212,75,0.167,Swipe ,Entertainment,758.16,0,,5220.16,69.60213333,,
712053033,Blue,470,0,87,12-03-2023,Week-11,Q1,2023,3841,1411,8444,81,0.367,Swipe ,Entertainment,759.96,0,,9673.96,119.4316049,,
712055433,Blue,200,0,107,12-03-2023,Week-11,Q1,2023,3600,2072,14137,116,0.576,Swipe ,Fuel,4099.73,0,,18436.73,158.9373276,,
712058133,Blue,380,1,81,12-03-2023,Week-11,Q1,2023,2274,708,7735,74,0.311,Swipe ,Food,696.15,0,,8811.15,119.0695946,,
712058958,Blue,360,0,83,12-03-2023,Week-11,Q1,2023,3480,0,2744,75,0,Online ,Travel,192.08,0,,3296.08,43.94773333,,
712060158,Blue,430,1,120,12-03-2023,Week-11,Q1,2023,2598,1645,2483,59,0.633,Swipe ,Bills,670.41,0,,3583.41,60.73576271,,
712064358,Blue,300,0,100,12-03-2023,Week-11,Q1,2023,2507,1544,1999,34,0.616,Swipe ,Fuel,499.75,0,,2798.75,82.31617647,,
712069008,Blue,150,0,67,12-03-2023,Week-11,Q1,2023,2260,1007,1614,33,0.446,Swipe ,Bills,306.66,0,,2070.66,62.74727273,,
712070208,Blue,125,0,112,12-03-2023,Week-11,Q1,2023,6673,2458,4141,82,0.368,Swipe ,Fuel,828.2,0,,5094.2,62.12439024,,
712071708,Blue,300,0,157,12-03-2023,Week-11,Q1,2023,2107,1351,1320,35,0.641,Swipe ,Grocery,277.2,0,,1897.2,54.20571429,,
712072908,Blue,430,0,71,12-03-2023,Week-11,Q1,2023,2852,736,1382,40,0.258,Swipe ,Bills,179.66,0,,1991.66,49.7915,,
712075083,Blue,150,0,95,12-03-2023,Week-11,Q1,2023,6982,0,4830,50,0,Swipe ,Grocery,434.7,0,,5414.7,108.294,,
712076358,Blue,470,1,101,12-03-2023,Week-11,Q1,2023,5155,868,3535,57,0.168,Swipe ,Grocery,777.7,0,,4782.7,83.90701754,,
712080333,Blue,250,1,102,12-03-2023,Week-11,Q1,2023,3659,1381,16252,112,0.377,Chip ,Travel,1950.24,0,,18452.24,164.7521429,,
712084383,Blue,485,1,130,12-03-2023,Week-11,Q1,2023,7936,2081,4247,81,0.262,Swipe ,Grocery,1019.28,0,,5751.28,71.00345679,,
712085733,Blue,200,0,79,12-03-2023,Week-11,Q1,2023,34516,880,3491,64,0.025,Online ,Fuel,279.28,0,,3970.28,62.035625,,
712089108,Blue,110,0,40,12-03-2023,Week-11,Q1,2023,28390,1141,4631,76,0.04,Chip ,Bills,833.58,0,,5574.58,73.34973684,,
712091433,Silver,175,0,87,12-03-2023,Week-11,Q1,2023,18431,902,2950,61,0.049,Swipe ,Entertainment,265.5,0,,3390.5,55.58196721,,
712092783,Blue,125,1,85,12-03-2023,Week-11,Q1,2023,2437,0,2027,42,0,Swipe ,Entertainment,385.13,0,,2537.13,60.40785714,,
712096758,Blue,200,1,86,12-03-2023,Week-11,Q1,2023,5370,653,4504,81,0.122,Swipe ,Grocery,675.6,0,,5379.6,66.41481481,,
712098033,Blue,125,0,97,12-03-2023,Week-11,Q1,2023,12621,912,4945,78,0.072,Swipe ,Bills,939.55,0,,6009.55,77.04551282,,
712102983,Blue,280,0,86,12-03-2023,Week-11,Q1,2023,1438.3,0,3832,87,0,Chip ,Bills,1111.28,0,,5223.28,60.03770115,,
712104333,Blue,415,0,92,12-03-2023,Week-11,Q1,2023,9149,1254,14401,100,0.137,Chip ,Bills,2304.16,0,,17120.16,171.2016,,
712105533,Blue,245,1,151,12-03-2023,Week-11,Q1,2023,2235,1638,2905,56,0.733,Swipe ,Entertainment,726.25,0,,3876.25,69.21875,,
712107783,Blue,225,1,75,12-03-2023,Week-11,Q1,2023,17350,1817,16132,118,0.105,Chip ,Bills,3710.36,0,,20067.36,170.0623729,,
712110333,Blue,100,0,50,12-03-2023,Week-11,Q1,2023,2179,0,2568,48,0,Online ,Entertainment,256.8,0,,2924.8,60.93333333,,
712111608,Blue,425,0,99,12-03-2023,Week-11,Q1,2023,1438.3,0,4919,72,0,Swipe ,Grocery,541.09,0,,5885.09,81.73736111,,
712112733,Blue,390,0,95,12-03-2023,Week-11,Q1,2023,9371,1541,2518,67,0.164,Swipe ,Bills,503.6,0,,3411.6,50.91940299,,
712113558,Blue,330,0,73,12-03-2023,Week-11,Q1,2023,24844,1273,6549,75,0.051,Swipe ,Entertainment,1702.74,0,,8581.74,114.4232,,
712114458,Blue,275,1,108,12-03-2023,Week-11,Q1,2023,2960,1835,3941,64,0.62,Swipe ,Fuel,709.38,0,,4925.38,76.9590625,,
712115958,Blue,495,0,113,12-03-2023,Week-11,Q1,2023,2808,2264,3562,74,0.806,Online ,Grocery,748.02,0,,4805.02,64.9327027,,
712117983,Blue,200,0,66,12-03-2023,Week-11,Q1,2023,17285,1853,4787,60,0.107,Swipe ,Food,909.53,0,,5896.53,98.2755,,
712120608,Blue,320,1,104,12-03-2023,Week-11,Q1,2023,3575,1884,861,15,0.527,Swipe ,Entertainment,189.42,0,,1370.42,91.36133333,,
712121508,Blue,110,1,68,12-03-2023,Week-11,Q1,2023,1438.3,0,5200,89,0,Swipe ,Fuel,312,0,,5622,63.16853933,,
712123008,Blue,395,1,63,12-03-2023,Week-11,Q1,2023,13381,1845,14532,116,0.138,Swipe ,Food,1743.84,0,,16670.84,143.7141379,,
712125258,Blue,250,1,77,12-03-2023,Week-11,Q1,2023,2442,0,701,19,0,Swipe ,Food,63.09,0,,1014.09,53.37315789,,
712128258,Silver,330,1,102,12-03-2023,Week-11,Q1,2023,13704,2127,15872,116,0.155,Chip ,Food,2856.96,0,,19058.96,164.3013793,,
712129158,Blue,110,0,85,12-03-2023,Week-11,Q1,2023,7997,1096,7747,104,0.137,Swipe ,Bills,542.29,1,,8399.29,80.76240385,,
712130058,Blue,390,1,115,12-03-2023,Week-11,Q1,2023,8075,317,2415,41,0.039,Swipe ,Fuel,700.35,1,,3505.35,85.49634146,,
712132383,Blue,150,1,75,12-03-2023,Week-11,Q1,2023,1876,861,5056,82,0.459,Swipe ,Food,353.92,1,,5559.92,67.80390244,,
712133508,Blue,245,1,119,12-03-2023,Week-11,Q1,2023,2577,1582,4734,75,0.614,Chip ,Bills,378.72,1,,5357.72,71.43626667,,
712136058,Blue,285,0,77,12-03-2023,Week-11,Q1,2023,8827,0,2643,50,0,Swipe ,Fuel,237.87,1,,3165.87,63.3174,,
712137033,Blue,300,0,70,12-03-2023,Week-11,Q1,2023,2737,1719,4725,63,0.628,Swipe ,Grocery,1370.25,1,,6395.25,101.5119048,,
712138008,Blue,250,0,117,12-03-2023,Week-11,Q1,2023,2396,1663,4569,70,0.694,Swipe ,Fuel,548.28,1,,5367.28,76.67542857,,
712138983,Blue,200,0,78,12-03-2023,Week-11,Q1,2023,2947,2216,1744,53,0.752,Swipe ,Bills,296.48,1,,2240.48,42.27320755,,
712141683,Blue,475,1,96,12-03-2023,Week-11,Q1,2023,2944,753,3457,61,0.256,Swipe ,Grocery,864.25,0,,4796.25,78.62704918,,
712142733,Blue,245,1,64,12-03-2023,Week-11,Q1,2023,1910,1164,2028,39,0.609,Swipe ,Food,567.84,0,,2840.84,72.84205128,,
712144158,Blue,270,0,82,12-03-2023,Week-11,Q1,2023,2370,1166,2164,45,0.492,Swipe ,Grocery,454.44,0,,2888.44,64.18755556,,
712146558,Blue,410,0,110,12-03-2023,Week-11,Q1,2023,2364,1619,3230,65,0.685,Swipe ,Fuel,484.5,0,,4124.5,63.45384615,,
712149033,Blue,335,0,79,12-03-2023,Week-11,Q1,2023,5184,1856,1834,55,0.358,Swipe ,Bills,513.52,0,,2682.52,48.77309091,,
712152408,Gold,395,1,113,12-03-2023,Week-11,Q1,2023,34516,1930,12478,97,0.056,Swipe ,Food,1247.8,0,,14120.8,145.5752577,,
712154883,Blue,125,1,84,12-03-2023,Week-11,Q1,2023,2473,1745,4823,72,0.706,Swipe ,Entertainment,1109.29,0,,6057.29,84.12902778,,
712157958,Blue,365,1,159,12-03-2023,Week-11,Q1,2023,10908,0,4883,42,0,Swipe ,Grocery,1367.24,0,,6615.24,157.5057143,,
712159083,Blue,175,1,101,12-03-2023,Week-11,Q1,2023,2536,0,901,35,0,Swipe ,Bills,117.13,0,,1193.13,34.08942857,,
712160058,Blue,465,0,165,12-03-2023,Week-11,Q1,2023,1438.3,0,2146,44,0,Swipe ,Fuel,257.52,0,,2868.52,65.19363636,,
712161858,Blue,455,1,72,12-03-2023,Week-11,Q1,2023,1438.3,0,2244,54,0,Online ,Entertainment,605.88,0,,3304.88,61.20148148,,
712163433,Blue,295,1,77,12-03-2023,Week-11,Q1,2023,1684,644,2164,36,0.382,Swipe ,Food,346.24,0,,2805.24,77.92333333,,
712164333,Blue,300,1,69,12-03-2023,Week-11,Q1,2023,12544,1636,1758,51,0.13,Swipe ,Food,369.18,0,,2427.18,47.59176471,,
